Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2016,Brisbane,Minor injury,17 to 24,Female,Pedestrian,1
2016,South Eastern,Minor injury,50 to 59,Male,Pedestrian,1
2016,Southern,Hospitalised,17 to 24,Female,Pedestrian,2
2016,Northern,Fatality,25 to 29,Male,Driver,1
2014,South Eastern,Minor injury,75 and over,Male,Driver,8
2015,Central,Hospitalised,50 to 59,Male,Passenger,3
2015,Southern,Medically treated,17 to 24,Female,Motorcyclist,3
2013,Central,Medically treated,0 to 16,Female,Pedestrian,1
2014,Brisbane,Minor injury,60 to 74,Female,Pedestrian,2
2014,South Eastern,Medically treated,30 to 39,Male,Pedestrian,1
2013,South Eastern,Minor injury,75 and over,Female,Driver,2
2012,Central,Medically treated,0 to 16,Female,Pedestrian,4
2012,Northern,Medically treated,30 to 39,Female,Other,1
2013,Northern,Medically treated,25 to 29,Male,Pedestrian,1
2017,Northern,Fatality,60 to 74,Male,Motorcyclist,1
2017,South Eastern,Minor injury,60 to 74,Male,Passenger,2
2017,Northern,Fatality,75 and over,Female,Pedestrian,1
2017,Northern,Hospitalised,30 to 39,Male,Other,1
2017,South Eastern,Minor injury,Unknown,Female,Passenger,3
2016,South Eastern,Minor injury,25 to 29,Male,Other,1
2016,Southern,Medically treated,30 to 39,Female,Bicyclist,1
2015,Brisbane,Minor injury,Unknown,Male,Passenger,2
2001,Southern,Fatality,30 to 39,Male,Passenger,1
2001,South Eastern,Medically treated,40 to 49,Female,Motorcyclist,2
2002,South Eastern,Fatality,0 to 16,Male,Motorcyclist,1
2002,Northern,Fatality,50 to 59,Female,Driver,1
2002,Northern,Minor injury,0 to 16,Male,Driver,2
2002,South Eastern,Hospitalised,50 to 59,Female,Bicyclist,2
2002,Brisbane,Fatality,40 to 49,Male,Passenger,1
2003,Southern,Medically treated,50 to 59,Female,Pedestrian,1
2003,Central,Minor injury,25 to 29,Male,Pedestrian,2
2005,South Eastern,Hospitalised,30 to 39,Male,Passenger,12
2003,Central,Hospitalised,60 to 74,Male,Passenger,6
2004,South Eastern,Medically treated,40 to 49,Female,Bicyclist,1
2004,Southern,Minor injury,40 to 49,Male,Bicyclist,1
2004,Central,Minor injury,30 to 39,Female,Pedestrian,1
2004,Central,Fatality,25 to 29,Male,Passenger,1
2004,Central,Medically treated,17 to 24,Female,Pedestrian,3
2005,Southern,Fatality,25 to 29,Male,Pedestrian,1
2005,Central,Fatality,0 to 16,Female,Pedestrian,1
2004,South Eastern,Minor injury,75 and over,Male,Motorcyclist,1
2005,Brisbane,Fatality,50 to 59,Male,Driver,1
2007,Central,Hospitalised,40 to 49,Male,Bicyclist,4
2006,Southern,Medically treated,60 to 74,Male,Pedestrian,2
2005,South Eastern,Medically treated,25 to 29,Male,Pedestrian,1
2006,Northern,Medically treated,25 to 29,Female,Motorcyclist,1
2006,Unknown,Medically treated,17 to 24,Female,Passenger,2
2007,Southern,Hospitalised,60 to 74,Male,Motorcyclist,3
2006,Southern,Minor injury,40 to 49,Female,Motorcyclist,2
2006,South Eastern,Minor injury,30 to 39,Female,Pedestrian,1
2006,Central,Hospitalised,Unknown,Male,Driver,1
2005,Central,Medically treated,17 to 24,Male,Pedestrian,3
2009,South Eastern,Hospitalised,40 to 49,Male,Pedestrian,4
2009,Northern,Minor injury,25 to 29,Female,Motorcyclist,1
2010,Southern,Fatality,50 to 59,Male,Pedestrian,1
2008,Central,Medically treated,60 to 74,Female,Bicyclist,1
2008,South Eastern,Minor injury,60 to 74,Male,Bicyclist,1
2007,Central,Minor injury,50 to 59,Male,Bicyclist,3
2012,South Eastern,Hospitalised,30 to 39,Female,Motorcyclist,1
2012,Southern,Fatality,0 to 16,Female,Passenger,1
2012,Northern,Fatality,25 to 29,Male,Motorcyclist,1
2011,Central,Fatality,60 to 74,Female,Bicyclist,1
2011,South Eastern,Hospitalised,75 and over,Male,Pedestrian,2
2010,Northern,Hospitalised,50 to 59,Male,Passenger,5
2011,Central,Medically treated,40 to 49,Male,Passenger,2
2010,Brisbane,Minor injury,60 to 74,Female,Motorcyclist,1
2011,South Eastern,Hospitalised,60 to 74,Female,Motorcyclist,1
2014,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
2013,Northern,Hospitalised,25 to 29,Female,Bicyclist,2
2013,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,5
2013,Central,Hospitalised,30 to 39,Female,Bicyclist,3
2013,Unknown,Medically treated,30 to 39,Male,Bicyclist,1
2012,South Eastern,Hospitalised,60 to 74,Female,Pedestrian,2
2013,Central,Fatality,30 to 39,Female,Driver,1
2016,Northern,Medically treated,25 to 29,Unknown,Passenger,2
2013,Central,Medically treated,17 to 24,Female,Bicyclist,1
2014,Central,Minor injury,0 to 16,Female,Pedestrian,1
2015,South Eastern,Minor injury,17 to 24,Female,Other,1
2014,Southern,Minor injury,75 and over,Female,Driver,1
2015,Northern,Hospitalised,40 to 49,Female,Motorcyclist,2
2016,Southern,Fatality,40 to 49,Male,Motorcyclist,4
2014,Northern,Medically treated,75 and over,Male,Motorcyclist,1
2012,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
2013,Southern,Medically treated,60 to 74,Male,Motorcyclist,4
2014,South Eastern,Hospitalised,75 and over,Male,Motorcyclist,1
2013,South Eastern,Medically treated,30 to 39,Male,Pedestrian,1
2014,Southern,Hospitalised,75 and over,Male,Pedestrian,1
2013,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
2012,Central,Medically treated,50 to 59,Female,Motorcyclist,5
2014,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
2017,Northern,Fatality,30 to 39,Male,Passenger,1
2017,Central,Fatality,50 to 59,Male,Pedestrian,2
2017,South Eastern,Hospitalised,Unknown,Male,Driver,1
2017,Southern,Minor injury,40 to 49,Female,Bicyclist,1
2017,Brisbane,Medically treated,75 and over,Male,Passenger,4
2017,Northern,Medically treated,40 to 49,Male,Pedestrian,1
2016,Southern,Hospitalised,25 to 29,Male,Pedestrian,1
2017,South Eastern,Minor injury,50 to 59,Male,Pedestrian,3
2016,Central,Hospitalised,0 to 16,Female,Driver,3
2001,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,3
2002,Unknown,Medically treated,30 to 39,Male,Passenger,1
2002,Southern,Minor injury,30 to 39,Male,Motorcyclist,9
2002,South Eastern,Hospitalised,25 to 29,Female,Pedestrian,1
2002,Northern,Fatality,25 to 29,Female,Passenger,1
2002,South Eastern,Minor injury,60 to 74,Male,Pedestrian,1
2003,South Eastern,Fatality,40 to 49,Male,Motorcyclist,1
2003,South Eastern,Minor injury,0 to 16,Female,Pedestrian,2
2004,Northern,Fatality,60 to 74,Female,Driver,1
2003,Brisbane,Minor injury,Unknown,Male,Passenger,2
2006,South Eastern,Fatality,50 to 59,Male,Pedestrian,1
2004,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,5
2005,Northern,Fatality,40 to 49,Female,Driver,1
2005,South Eastern,Medically treated,30 to 39,Male,Pedestrian,2
2005,Central,Fatality,17 to 24,Female,Passenger,1
2005,Northern,Medically treated,17 to 24,Male,Bicyclist,4
2008,Brisbane,Fatality,25 to 29,Male,Driver,2
2005,Southern,Fatality,75 and over,Female,Passenger,2
2006,Southern,Minor injury,60 to 74,Male,Motorcyclist,3
2006,South Eastern,Minor injury,0 to 16,Male,Pedestrian,2
2007,Southern,Fatality,17 to 24,Male,Passenger,1
2006,Central,Hospitalised,60 to 74,Female,Motorcyclist,2
2006,Central,Minor injury,25 to 29,Female,Bicyclist,1
2008,Northern,Fatality,50 to 59,Male,Other,2
2007,Unknown,Medically treated,17 to 24,Female,Passenger,3
2007,South Eastern,Medically treated,75 and over,Male,Motorcyclist,1
2006,Northern,Medically treated,75 and over,Female,Motorcyclist,1
2009,South Eastern,Minor injury,0 to 16,Female,Driver,1
2007,Northern,Hospitalised,0 to 16,Male,Driver,5
2010,Southern,Minor injury,40 to 49,Male,Bicyclist,3
2009,Northern,Medically treated,17 to 24,Female,Pedestrian,2
2008,Central,Medically treated,60 to 74,Male,Bicyclist,2
2009,Southern,Fatality,17 to 24,Male,Passenger,3
2008,Brisbane,Fatality,17 to 24,Female,Driver,1
2010,Brisbane,Minor injury,Unknown,Male,Driver,1
2011,Central,Fatality,50 to 59,Male,Motorcyclist,2
2011,Central,Medically treated,0 to 16,Female,Motorcyclist,1
2011,Southern,Medically treated,25 to 29,Male,Motorcyclist,3
2009,Central,Minor injury,17 to 24,Female,Pedestrian,1
2014,Southern,Fatality,40 to 49,Female,Driver,1
2013,South Eastern,Hospitalised,50 to 59,Male,Passenger,4
2010,Brisbane,Medically treated,75 and over,Female,Pedestrian,1
2014,Southern,Hospitalised,Unknown,Male,Passenger,1
2014,South Eastern,Medically treated,17 to 24,Female,Bicyclist,2
2016,Northern,Medically treated,Unknown,Female,Passenger,2
2016,Central,Fatality,25 to 29,Female,Pedestrian,1
2016,Southern,Hospitalised,50 to 59,Male,Pedestrian,2
2016,Central,Hospitalised,30 to 39,Female,Motorcyclist,3
2015,Central,Medically treated,40 to 49,Female,Pedestrian,1
2015,Brisbane,Hospitalised,0 to 16,Unknown,Passenger,3
2013,South Eastern,Minor injury,60 to 74,Male,Motorcyclist,3
2012,Central,Medically treated,75 and over,Male,Passenger,2
2017,South Eastern,Hospitalised,40 to 49,Female,Other,1
2017,Southern,Hospitalised,75 and over,Male,Bicyclist,1
2017,Northern,Minor injury,50 to 59,Male,Passenger,1
2016,Northern,Minor injury,60 to 74,Male,Passenger,2
2012,Central,Fatality,60 to 74,Male,Pedestrian,1
2001,Southern,Hospitalised,0 to 16,Male,Driver,2
2001,Southern,Hospitalised,50 to 59,Female,Pedestrian,2
2002,Southern,Fatality,30 to 39,Female,Driver,2
2002,Northern,Medically treated,40 to 49,Male,Bicyclist,2
2001,Southern,Medically treated,60 to 74,Male,Motorcyclist,2
2002,Central,Hospitalised,50 to 59,Female,Motorcyclist,1
2002,Southern,Fatality,75 and over,Female,Passenger,1
2002,Southern,Fatality,0 to 16,Female,Passenger,2
2002,Unknown,Hospitalised,30 to 39,Male,Driver,1
2002,Brisbane,Fatality,0 to 16,Unknown,Passenger,1
2002,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,1
2002,Northern,Medically treated,50 to 59,Male,Pedestrian,2
2003,Brisbane,Minor injury,60 to 74,Male,Passenger,1
2003,South Eastern,Fatality,30 to 39,Male,Pedestrian,2
2004,Brisbane,Fatality,17 to 24,Male,Passenger,4
2003,Central,Fatality,25 to 29,Female,Motorcyclist,1
2004,South Eastern,Fatality,0 to 16,Female,Pedestrian,1
2004,Central,Medically treated,25 to 29,Male,Pedestrian,1
2005,Central,Fatality,25 to 29,Male,Pedestrian,1
2005,Unknown,Minor injury,40 to 49,Male,Driver,2
2007,Unknown,Minor injury,Unknown,Male,Passenger,2
2006,South Eastern,Minor injury,30 to 39,Male,Passenger,3
2006,Central,Fatality,17 to 24,Female,Driver,2
2006,Northern,Fatality,30 to 39,Male,Passenger,1
2007,South Eastern,Minor injury,60 to 74,Male,Passenger,1
2007,Northern,Minor injury,30 to 39,Male,Pedestrian,1
2009,Northern,Fatality,25 to 29,Female,Driver,1
2006,Central,Minor injury,30 to 39,Male,Pedestrian,1
2006,Central,Fatality,17 to 24,Female,Motorcyclist,1
2007,Unknown,Minor injury,30 to 39,Female,Passenger,1
2006,South Eastern,Medically treated,25 to 29,Male,Bicyclist,1
2009,Northern,Minor injury,75 and over,Male,Passenger,1
2008,Central,Medically treated,60 to 74,Female,Pedestrian,1
2008,South Eastern,Fatality,60 to 74,Female,Driver,1
2008,South Eastern,Fatality,75 and over,Male,Passenger,1
2009,South Eastern,Fatality,40 to 49,Male,Pedestrian,1
2009,Southern,Hospitalised,50 to 59,Female,Pedestrian,1
2009,Northern,Hospitalised,17 to 24,Female,Other,1
2010,Central,Fatality,30 to 39,Female,Pedestrian,1
2009,Central,Fatality,30 to 39,Male,Pedestrian,1
2012,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,1
2012,Southern,Fatality,60 to 74,Female,Driver,2
2011,Brisbane,Medically treated,75 and over,Female,Pedestrian,1
2011,Central,Fatality,0 to 16,Male,Pedestrian,1
2009,Central,Minor injury,40 to 49,Female,Motorcyclist,2
2010,Northern,Minor injury,75 and over,Female,Driver,1
2010,Southern,Hospitalised,0 to 16,Female,Driver,2
2011,Central,Fatality,30 to 39,Male,Passenger,4
2014,Central,Fatality,40 to 49,Male,Motorcyclist,1
2013,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,1
2001,Unknown,Medically treated,0 to 16,Female,Bicyclist,1
2013,Central,Hospitalised,75 and over,Female,Bicyclist,1
2013,Brisbane,Fatality,60 to 74,Male,Driver,1
2016,Brisbane,Fatality,25 to 29,Female,Driver,1
2015,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
2014,Southern,Medically treated,30 to 39,Male,Other,1
2014,Central,Hospitalised,17 to 24,Female,Other,1
2014,South Eastern,Minor injury,40 to 49,Male,Passenger,2
2014,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
2015,Southern,Fatality,60 to 74,Female,Driver,1
2015,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,3
2014,Brisbane,Hospitalised,Unknown,Male,Driver,1
2015,Central,Hospitalised,0 to 16,Male,Pedestrian,1
2017,Northern,Fatality,30 to 39,Male,Driver,2
2017,South Eastern,Medically treated,30 to 39,Male,Pedestrian,4
2014,Northern,Medically treated,30 to 39,Male,Pedestrian,1
2017,Brisbane,Medically treated,50 to 59,Female,Pedestrian,1
2015,Central,Hospitalised,75 and over,Male,Bicyclist,2
2012,Southern,Medically treated,17 to 24,Unknown,Passenger,1
2017,South Eastern,Hospitalised,17 to 24,Male,Other,1
2012,Central,Medically treated,Unknown,Female,Passenger,2
2001,Northern,Hospitalised,60 to 74,Male,Motorcyclist,3
2001,Central,Fatality,40 to 49,Female,Passenger,1
2001,Unknown,Hospitalised,25 to 29,Female,Passenger,1
2001,Unknown,Minor injury,0 to 16,Female,Bicyclist,1
2001,Central,Hospitalised,40 to 49,Male,Pedestrian,3
2001,Unknown,Hospitalised,0 to 16,Female,Pedestrian,1
2001,South Eastern,Medically treated,0 to 16,Male,Motorcyclist,1
2001,South Eastern,Medically treated,75 and over,Male,Passenger,1
2002,Central,Minor injury,17 to 24,Female,Pedestrian,1
2002,South Eastern,Fatality,40 to 49,Male,Pedestrian,1
2002,Northern,Medically treated,75 and over,Female,Pedestrian,1
2002,Central,Fatality,60 to 74,Male,Motorcyclist,1
2002,Unknown,Minor injury,0 to 16,Male,Bicyclist,2
2002,Southern,Medically treated,25 to 29,Male,Pedestrian,3
2003,Northern,Medically treated,0 to 16,Male,Motorcyclist,2
2004,Southern,Medically treated,0 to 16,Female,Pedestrian,3
2004,Central,Fatality,17 to 24,Male,Motorcyclist,3
2005,South Eastern,Fatality,17 to 24,Female,Pedestrian,1
2004,South Eastern,Medically treated,60 to 74,Male,Pedestrian,1
2005,South Eastern,Fatality,60 to 74,Female,Driver,1
2004,South Eastern,Minor injury,50 to 59,Female,Motorcyclist,1
2005,South Eastern,Medically treated,50 to 59,Female,Motorcyclist,1
2005,Brisbane,Minor injury,50 to 59,Male,Bicyclist,3
2005,Central,Medically treated,50 to 59,Male,Motorcyclist,5
2007,South Eastern,Hospitalised,0 to 16,Female,Other,1
2006,Northern,Hospitalised,50 to 59,Female,Passenger,2
2006,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,2
2009,Northern,Fatality,25 to 29,Female,Pedestrian,1
2009,South Eastern,Fatality,0 to 16,Male,Pedestrian,1
2009,Southern,Fatality,25 to 29,Male,Driver,3
2008,Southern,Hospitalised,30 to 39,Female,Pedestrian,1
2008,Central,Hospitalised,17 to 24,Female,Bicyclist,1
2008,Unknown,Hospitalised,30 to 39,Female,Driver,1
2012,South Eastern,Fatality,25 to 29,Female,Passenger,1
2012,South Eastern,Fatality,30 to 39,Female,Motorcyclist,1
2011,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,1
2011,Central,Fatality,60 to 74,Male,Motorcyclist,4
2011,Central,Fatality,25 to 29,Male,Passenger,2
2012,Southern,Medically treated,30 to 39,Male,Pedestrian,1
2010,Southern,Hospitalised,25 to 29,Female,Motorcyclist,1
2009,South Eastern,Minor injury,25 to 29,Male,Bicyclist,1
2013,South Eastern,Hospitalised,50 to 59,Female,Bicyclist,1
2012,Northern,Fatality,75 and over,Male,Bicyclist,1
2013,Central,Medically treated,75 and over,Male,Bicyclist,1
2016,Brisbane,Medically treated,50 to 59,Unknown,Passenger,1
2016,Central,Hospitalised,Unknown,Female,Driver,1
2013,Southern,Minor injury,30 to 39,Female,Bicyclist,1
2014,Northern,Minor injury,50 to 59,Male,Motorcyclist,3
2015,Central,Minor injury,Unknown,Female,Passenger,2
2013,Southern,Medically treated,0 to 16,Female,Driver,2
2016,Southern,Fatality,60 to 74,Male,Passenger,1
2017,Southern,Minor injury,25 to 29,Male,Motorcyclist,2
2017,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
2017,Central,Hospitalised,25 to 29,Female,Motorcyclist,1
2017,Southern,Medically treated,Unknown,Unknown,Passenger,1
2016,Southern,Hospitalised,Unknown,Male,Passenger,1
2017,Northern,Hospitalised,17 to 24,Female,Motorcyclist,2
2017,Central,Minor injury,17 to 24,Male,Pedestrian,1
2017,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,3
2017,Northern,Minor injury,50 to 59,Female,Motorcyclist,1
2001,Southern,Fatality,30 to 39,Male,Driver,1
2001,Northern,Medically treated,30 to 39,Female,Motorcyclist,1
2002,Unknown,Medically treated,40 to 49,Male,Driver,2
2002,Northern,Fatality,60 to 74,Female,Motorcyclist,1
2002,Central,Hospitalised,30 to 39,Male,Pedestrian,2
2005,Central,Minor injury,25 to 29,Female,Motorcyclist,1
2002,Southern,Hospitalised,40 to 49,Male,Bicyclist,2
2003,Brisbane,Fatality,0 to 16,Female,Pedestrian,1
2003,Northern,Fatality,0 to 16,Male,Passenger,2
2003,Northern,Medically treated,75 and over,Male,Pedestrian,1
2008,South Eastern,Minor injury,75 and over,Female,Passenger,1
2006,Central,Medically treated,25 to 29,Unknown,Passenger,1
2006,South Eastern,Fatality,40 to 49,Male,Driver,1
2006,Brisbane,Fatality,17 to 24,Male,Passenger,3
2009,South Eastern,Minor injury,50 to 59,Female,Bicyclist,1
2009,Northern,Minor injury,25 to 29,Female,Bicyclist,3
2009,Southern,Fatality,50 to 59,Male,Motorcyclist,1
2009,Southern,Fatality,30 to 39,Male,Passenger,1
2009,Central,Minor injury,60 to 74,Female,Bicyclist,1
2009,Central,Fatality,50 to 59,Male,Pedestrian,1
2008,Northern,Medically treated,25 to 29,Male,Bicyclist,3
2012,Brisbane,Fatality,0 to 16,Male,Pedestrian,1
2011,Southern,Minor injury,0 to 16,Male,Driver,1
2011,Southern,Fatality,30 to 39,Male,Pedestrian,1
2011,Brisbane,Minor injury,17 to 24,Female,Bicyclist,1
2012,Unknown,Hospitalised,75 and over,Male,Driver,1
2014,Southern,Fatality,75 and over,Male,Passenger,1
2013,Northern,Fatality,75 and over,Male,Driver,3
2013,Brisbane,Fatality,75 and over,Female,Pedestrian,1
2015,Northern,Hospitalised,60 to 74,Female,Bicyclist,1
2016,Southern,Hospitalised,60 to 74,Male,Other,1
2014,Brisbane,Hospitalised,Unknown,Female,Bicyclist,1
2013,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
2013,Brisbane,Minor injury,17 to 24,Male,Bicyclist,1
2016,Northern,Minor injury,17 to 24,Female,Bicyclist,1
2014,South Eastern,Minor injury,17 to 24,Unknown,Driver,1
2015,South Eastern,Medically treated,75 and over,Male,Passenger,3
2013,Southern,Minor injury,25 to 29,Male,Passenger,3
2014,South Eastern,Hospitalised,25 to 29,Female,Pedestrian,1
2014,South Eastern,Medically treated,40 to 49,Female,Pedestrian,1
2014,Central,Minor injury,40 to 49,Male,Pedestrian,2
2017,Northern,Fatality,50 to 59,Male,Motorcyclist,1
2017,Northern,Hospitalised,25 to 29,Female,Pedestrian,2
2017,Brisbane,Fatality,17 to 24,Female,Passenger,1
2017,South Eastern,Fatality,75 and over,Male,Bicyclist,1
2017,Southern,Hospitalised,25 to 29,Male,Bicyclist,1
2017,Northern,Fatality,40 to 49,Male,Pedestrian,1
2017,Northern,Minor injury,50 to 59,Female,Pedestrian,1
2017,Brisbane,Medically treated,17 to 24,Unknown,Driver,1
2001,Central,Hospitalised,0 to 16,Male,Motorcyclist,2
2001,South Eastern,Fatality,0 to 16,Female,Passenger,1
2001,Unknown,Hospitalised,60 to 74,Male,Driver,2
2002,Northern,Fatality,25 to 29,Male,Pedestrian,2
2002,Northern,Fatality,30 to 39,Male,Pedestrian,1
2003,Central,Fatality,50 to 59,Male,Motorcyclist,1
2003,South Eastern,Minor injury,50 to 59,Female,Pedestrian,2
2003,Central,Fatality,0 to 16,Male,Bicyclist,1
2003,South Eastern,Medically treated,50 to 59,Female,Bicyclist,1
2004,Southern,Medically treated,40 to 49,Female,Motorcyclist,1
2004,Brisbane,Medically treated,50 to 59,Female,Bicyclist,1
2004,South Eastern,Fatality,17 to 24,Male,Pedestrian,2
2004,Central,Medically treated,60 to 74,Female,Motorcyclist,2
2005,Brisbane,Minor injury,50 to 59,Female,Pedestrian,2
2005,Northern,Minor injury,75 and over,Female,Passenger,3
2011,Central,Fatality,75 and over,Female,Passenger,1
2006,Northern,Minor injury,60 to 74,Male,Motorcyclist,1
2005,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,1
2006,Southern,Fatality,40 to 49,Female,Passenger,1
2006,Brisbane,Fatality,75 and over,Female,Pedestrian,2
